"","mod.st.jan","mod.st.feb","mod.st.mar","mod.st.apr","mod.st.may","mod.st.jun","mod.st.jul","mod.st.aug","mod.st.sep","mod.st.oct","mod.st.nov","mod.st.dec","convert.code","Lat","Lon"
"9503",-0.0578900206620574,-0.142409424236121,0.280086045564872,0.938407354243793,0.625108415705995,-0.257184544833365,-0.299320169226803,-0.144526787624955,0.0941108255509562,0.328338513052472,0.17086836700463,0.0181651755347048,3,44.93399102,-84.05180866
"9596",-0.367856588884251,0.0453024023194644,0.0278440529722275,0.594369016018561,0.168780908611154,-0.075270593803225,-0.200531765030064,-0.0504665040416512,0.0432292454976846,0.0513984887376182,-0.0457371311620705,0.353063500680548,3,44.84238456,-91.10550599
"9671",-0.149741765444446,-0.300395507724545,0.261420736972241,1.01415317606484,0.608769592476847,-0.325198721937454,-0.400611766361067,-0.224206889361142,0.00715313883802082,0.248576722635789,0.0597573482036751,-0.174352295615734,3,44.84238456,-84.23502158
"9675",-0.0901958397893168,-0.124598978969914,0.290528902541666,0.861145405462992,0.621660682037032,-0.311689902715216,-0.381567893668944,-0.193899385675934,0.0565444228889191,0.324263241228437,0.227021210157432,0.0592451804536722,3,44.84238456,-83.86859575
"9677",-0.135234712599527,-0.0752121002430499,0.212126005185155,0.673046972484542,0.599272812835636,-0.295226695224528,-0.372594764236169,-0.195844996081064,0.0512687089999986,0.312940490703738,0.27011052094673,0.15815245370834,3,44.84238456,-83.68538283
"9768",-0.408222586671286,0.024125421564861,0.0721972651481906,0.514652921466052,0.0964679661574337,-0.191977360342605,-0.338050286659723,-0.173156108363457,-0.0187644749908031,0.000209455046274343,-0.108050649831,0.26350054469674,3,44.7507781,-90.92229307
"9833",-0.423045939363419,-0.343538757168972,0.0456780363958273,0.62514199333333,0.349951654594861,-0.191459573532427,-0.248627898636585,-0.0656543186944418,0.00523323225462491,0.19827988783328,0.013036360928254,-0.225886047310155,3,44.7507781,-84.96787325
"9845",-0.0918243686504638,-0.151827513067076,0.300788060180537,0.856244858364164,0.586259170347262,-0.363160066483772,-0.450076526664304,-0.240659831009282,0.00541154637727459,0.313827650851863,0.241203221060175,0.0302530979282096,3,44.7507781,-83.86859575
"9846",-0.128774328784687,-0.120180224976878,0.265650628689855,0.740920781728335,0.559209557164365,-0.36484243548847,-0.456728108851848,-0.251413209564816,-0.00988209937736428,0.303949661648176,0.264665498951388,0.0819657052292087,3,44.7507781,-83.77698929
"9849",-0.217291444391208,-7.06529120861887e-05,0.136533865840306,0.361103634475285,0.481436463391219,-0.314128096483842,-0.411396510164366,-0.230151212775468,-0.0391129518241087,0.27486014158336,0.334149170763851,0.242497533951394,3,44.7507781,-83.50216991
"9993",0.523869828537045,0.535149543502257,0.389588501157391,0.140720361296303,-0.0953591788889412,-0.118930641981478,0.0373879536898016,0.189104247173589,0.220319787932851,0.302023409830326,0.320698382546311,0.417874315624999,3,44.65917164,-85.88393784
"10002",-0.46027718664584,-0.358721488814808,-0.0125828232777963,0.588840284305547,0.384377219502369,-0.186836763449094,-0.242295225534747,-0.0473738649861275,0.00970301451388877,0.185140859626529,0.00598307537961773,-0.203770760995383,3,44.65917164,-85.05947971
"10013",-0.0739041940972243,-0.25626892872225,0.307585237879607,0.993169856512338,0.616419858969891,-0.375838056076361,-0.475128281759282,-0.253790649842585,-0.0258071350115756,0.300949448357983,0.18796986982403,-0.0716146674328684,3,44.65917164,-84.05180866
"10016",-0.105520064643542,-0.128994200775423,0.249530094824081,0.677341877577192,0.513055199004611,-0.37712760872455,-0.476287216909725,-0.269042061835648,-0.0583949296689639,0.302024755305581,0.288034248622694,0.062683717652817,3,44.65917164,-83.77698929
"10017",-0.122261085111177,-0.0925824575069214,0.193709248581001,0.546499752098782,0.473638822685132,-0.370572262678252,-0.470452769682879,-0.269120986405085,-0.0722596344236308,0.287998600765434,0.300079877819428,0.115473909481466,3,44.65917164,-83.68538283
"10109",-0.383509508601833,-0.0662248272106467,0.173956738999948,0.470703454999978,0.0482538793750109,-0.222931660162033,-0.426157229641206,-0.271605303782394,-0.0791580307615618,0.0076019712962534,-0.0670357235162555,0.168642730624981,3,44.56756518,-90.83068661
"10168",-0.291104959481515,-0.120798806055575,0.0545927298333595,0.477790026543232,0.250833338263931,-0.142714058509284,-0.123990546502228,0.0376956862014026,0.0663127628449161,0.187923055009264,0.0396859702430561,-0.1054426892847,3,44.56756518,-85.42590554
"10171",-0.460835166270783,-0.349221923282414,-0.0468088482360827,0.586749014367285,0.400877011527768,-0.184789693027824,-0.226664996673719,-0.0306584189374917,0.0144755816967859,0.171124028151212,-0.00212807756713573,-0.175600891215311,3,44.56756518,-85.15108617
